input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_mismatched
client-api.nordvpn.com,,404,23,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,client-api.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,client-api.nordvpn.com,cloudflare,443,https://client-api.nordvpn.com:443,https,cloudflare,application/json,GET,104.17.50.74,/,631524574,104.17.49.74,HTTP/3,1,False,True,,,,
cloudflareinsights.com,,200,498,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cloudflareinsights.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.cloudflareinsights.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4e0bf2db15a4f004e02b1f87abe0a034,4a2187c4f351a5ae145ebe9f5fa421ced6a00ee1d2d3144822cba053d702d362,True,ctls,cloudflareinsights.com,cloudflare,443,https://cloudflareinsights.com:443,https,cloudflare,text/html,GET,104.16.56.101,/,1139640750,2606:4700::6810:3965,Cloudflare,10,False,True,"Cloudflare, Inc.",,,
content.nordvpn.com,Custom Domain by Bitly,200,54111,AS396982,GOOGLE-CLOUD-PLATFORM,US,67.199.248.0/24,bitly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.bitly.com, O=Bitly\, Inc., L=New York, ST=New York, C=US",*.bitly.com,bitly.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ac373893849e3fbf0728c19de2085ca3,a7e06d5d08ed98256535cb130a4ecbf5b7885bd16a058129b2ea0c3c5964c87c,True,ctls,bitly.com,,443,https://content.nordvpn.com:443,https,nginx,text/html,GET,67.199.248.12,/,-434501501,67.199.248.13,WordPress,62,False,,"Bitly, Inc.",https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=content.nordvpn.com,,
debug.nordvpn.com,403 Forbidden,403,145,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,debug.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,debug.nordvpn.com,cloudflare,443,https://debug.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,-271260847,104.17.50.74,HTTP/3,14,False,True,,,,
debug2.nordvpn.com,403 Forbidden,403,145,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,debug2.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,debug2.nordvpn.com,cloudflare,443,https://debug2.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,-271260847,104.17.49.74,HTTP/3,14,False,True,,,,
docs.nordvpn.com,403 Forbidden,403,155,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,docs.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,docs.nordvpn.com,cloudflare,443,https://docs.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,718397587,104.17.50.74,HTTP/3,8,False,True,,,,
downloads-legacy.nordvpn.com,,200,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,downloads-legacy.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,downloads-legacy.nordvpn.com,cloudflare,443,https://downloads-legacy.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,718397587,104.17.49.74,HTTP/3,1,False,True,,,,
downloads.nordvpn.com,403 Forbidden,403,155,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,downloads.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,downloads.nordvpn.com,cloudflare,443,https://downloads.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,718397587,104.17.49.74,HTTP/3,8,False,True,,,,
files.gitbook.com,,404,41,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,files.gitbook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,gitbook.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4991886b556f7c1ff0be94cfbcc73319,9db6ff3822ccb682f86d02eb63112db9ad0f73a30882f407fe1b46307b964e73,True,ctls,files.gitbook.com,cloudflare,443,https://files.gitbook.com:443,https,cloudflare,text/plain,GET,104.18.6.84,/,-1436307580,2606:4700::6812:754,HTTP/3,1,False,True,"Cloudflare, Inc.",,,
fonts.intercomcdn.com,,403,255,AS16509,AMAZON-02,US,18.66.102.0/24,fonts.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,fonts.intercomcdn.com,cloudfront,443,https://fonts.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.97.72,/,2036357941,2600:9000:223c:f000:10:8536:c280:93a1,HTTP/3,2,False,True,,,,
fraud-alerts.nordvpn.com,,520,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,fraud-alerts.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,fraud-alerts.nordvpn.com,cloudflare,443,https://fraud-alerts.nordvpn.com:443,https,cloudflare,,GET,104.17.50.74,/,-1840324437,104.17.49.74,HTTP/3,1,False,True,,,,
free.nordvpn.com,Try the NordVPN free trial for 30 days | NordVPN,200,323004,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,nordvpn.com,cloudflare,443,https://free.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,488564068,104.17.49.74,WordPress,214,False,True,,https://nordvpn.com/risk-free-vpn/,,
https://app.intercom.io,Intercom | The easiest way to see and talk to your users,200,12148,AS14618,AMAZON-AES,US,3.218.182.0/24,app.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,True,ctls,app.intercom.com,,443,https://app.intercom.io:443,https,nginx,text/html,GET,3.217.115.14,/,-1840324437,34.203.115.206,Ruby on Rails,245,False,,,https://app.intercom.com/admins/sign_in,fonts.intercomcdn.com,
https://browser.sentry-cdn.com,,403,13,AS54113,FASTLY,US,151.101.8.0/22,browser.sentry-cdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T14:23:42Z,2023-10-30T14:23:41Z,CN=*.sentry-cdn.com,*.sentry-cdn.com,*.sentry-cdn.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,6e433db3958de2b57c2af1d06e7132fe,b3f3760b62b17bcab6fa6d72972ad45d4ea879940ca4ff1c33252af388c095e6,True,ctls,browser.sentry-cdn.com,fastly,443,https://browser.sentry-cdn.com:443,https,Fastly,text/plain,GET,151.101.2.217,/,-729950194,2a04:4e42:200::729,HSTS,1,False,True,,,,
https://cdn.amplitude.com,,403,243,AS16509,AMAZON-02,US,52.222.192.0/20,cdn.amplitude.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-11T23:59:59Z,CN=cdn.amplitude.com,cdn.amplitude.com,cdn.amplitude.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3fd89dc14c27c9bfb78be85e8f1ed9b5,aa936f0d9ef28ad4c02afd424a591c22b9f69a882194eda4e2f343e9ac1b7244,,ctls,cdn.amplitude.com,cloudfront,443,https://cdn.amplitude.com:443,https,AmazonS3,application/xml,GET,52.222.206.214,/,2022392354,52.222.206.6,Amazon Web Services,2,False,True,,,,
https://cdn.iframe.ly,Your external media embeds - Iframely,200,7189,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdn.iframe.ly,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-21T23:59:59Z,CN=*.iframe.ly,*.iframe.ly,*.iframe.ly,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f73c5d14a4c7ffbb84681f6a02479a5,c16f42525b86a1e4290f46786a7590242ae78c5c177fed54a98f8ce01c84b30d,True,ctls,cdn.iframe.ly,cloudfront,443,https://cdn.iframe.ly:443,https,nginx,text/html,GET,108.138.7.117,/,-1927739536,108.138.7.69,Nginx,89,False,True,,https://cdn.iframe.ly/consents,,
https://cdn.jsdelivr.net,"jsDelivr - A free, fast, and reliable CDN for JS and open source",200,44736,AS54113,FASTLY,US,146.75.120.0/22,www.jsdelivr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-18T00:00:00Z,2024-02-18T23:59:59Z,CN=jsdelivr.com,jsdelivr.com,www.jsdelivr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,7edcee051c7a1971888c011dea856f69,ceefdfd713af3bc65890a7c06bc9cae123b2b42c1b97f8c81aad79b24bfab23a,,ctls,www.jsdelivr.com,fastly,443,https://cdn.jsdelivr.net:443,https,nginx,text/html,GET,146.75.121.229,/,-2029005286,2a04:4e42:8d::485,Nginx,55,False,True,,https://www.jsdelivr.com,,
https://cdn.polyfill.io,Polyfill.io,200,11071,AS54113,FASTLY,US,151.101.0.0/16,cdn.polyfill.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-10T19:50:06Z,2024-01-11T19:50:05Z,CN=polyfill.io,polyfill.io,www.polyfills.io,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,0a174d041ee43641d1fb2b95154b1cf1,d0669b06212fb36d8bc29b169534b03b19b2ec5b565da70e56bc1b950fa8a545,True,ctls,cdn.polyfill.io,fastly,443,https://cdn.polyfill.io:443,https,,text/html,GET,151.101.129.26,/,-738705486,2a04:4e42:600::282,HTTP/3,276,False,True,,https://cdn.polyfill.io/v3/,,
https://cdnjs.cloudflare.com,cdnjs.cloudflare.com,200,8867,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdnjs.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8789a4791c80fe9fc769847a7ba6e4b5,9454c62828b954228efbbb6b7e3865ae64ba54e5a4ccdd89936d068e2ac94dd3,True,ctls,cdnjs.cloudflare.com,cloudflare,443,https://cdnjs.cloudflare.com:443,https,cloudflare,text/html,GET,104.17.25.14,/,2023033722,2606:4700::6811:190e,HTTP/3,169,False,True,"Cloudflare, Inc.",,,
https://google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://google-analytics.com:443,https,sffe,text/html,GET,142.250.186.164,/,302920777,2a00:1450:4001:808::2004,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,AS15169,GOOGLE,US,142.250.0.0/15,googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,googletagmanager.com,,443,https://googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.184.232,/,302920777,2a00:1450:4001:831::2008,HTTP/3,12,False,,,,,
https://js.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,18.66.144.0/22,js.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,js.intercomcdn.com,cloudfront,443,https://js.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.147.5,/,911214823,18.66.147.3,HTTP/3,2,False,True,,,,
https://js.sentry-cdn.com,,204,,AS54113,FASTLY,US,151.101.0.0/16,js.sentry-cdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T14:23:42Z,2023-10-30T14:23:41Z,CN=*.sentry-cdn.com,*.sentry-cdn.com,*.sentry-cdn.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,6e433db3958de2b57c2af1d06e7132fe,b3f3760b62b17bcab6fa6d72972ad45d4ea879940ca4ff1c33252af388c095e6,True,ctls,js.sentry-cdn.com,fastly,443,https://js.sentry-cdn.com:443,https,,,GET,151.101.66.217,/,-772470887,2a04:4e42:200::729,HSTS,1,False,True,,,,
https://sentry.io,Application Performance Monitoring & Error Tracking Software | Sentry,200,328002,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.188.0.0/15,sentry.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",sentry.io,docs.getsentry.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6b174547e8f703712daa649b8a08a4bd,de3519d9d81936d595ed94c7d2ffbda0e48bf16e4f3c4e3465091448ea8865c9,,ctls,sentry.io,google,443,https://sentry.io:443,https,nginx,text/html,GET,35.188.42.15,/,-1840324437,35.188.42.15,webpack,72,False,True,Sentry,https://sentry.io/welcome/,images.ctfassets.net,
https://ssl.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://ssl.google-analytics.com:443,https,sffe,text/html,GET,142.250.185.72,/,302920777,2a00:1450:4001:812::2008,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://translate.google.com,Google Translate,200,1303221,AS15169,GOOGLE,US,142.250.0.0/15,translate.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,translate.google.com,,443,https://translate.google.com:443,https,ESF,text/html,GET,142.250.185.206,/,-246964991,2a00:1450:4001:80f::200e,HTTP/3,311,False,,,https://translate.google.com/?ucbcb=1,,
https://translate.googleapis.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,translate.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,translate.googleapis.com,,443,https://translate.googleapis.com:443,https,ESF,text/html,GET,142.250.186.42,/,302920777,2a00:1450:4001:82b::200a,HTTP/3,12,False,,,,,
https://unpkg.com,UNPKG,200,48308,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,unpkg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,unpkg.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d2180f42b32f1bf55d39848509cb9549,f094d5991fd0980a4c88c972189e635efa57e3e063571796693a930c4d4e34e2,True,ctls,unpkg.com,cloudflare,443,https://unpkg.com:443,https,cloudflare,text/html,GET,104.16.123.175,/,-1600385492,2606:4700::6810:7baf,HSTS,69,False,True,"Cloudflare, Inc.",,,
https://widget.intercom.io,,200,6707,AS0,Not routed,None,13.224.192.0/21,widget.intercom.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=*.intercom.com,*.intercom.com,*.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,50f1043af10136d89be51d9a59db9575,ac90909496f6036d54cf9dc35c2089d20de2ac8ef363a3f74de29401de7b249e,True,ctls,widget.intercom.io,cloudfront,443,https://widget.intercom.io:443,https,AmazonS3,application/javascript,GET,13.224.189.18,/,1744099674,13.224.189.35,HTTP/3,1,False,True,,,,True
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,216.58.192.0/19,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,216.58.212.142,/,302920777,2a00:1450:4001:828::200e,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,AS15169,GOOGLE,US,172.217.0.0/19,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,172.217.16.136,/,302920777,2a00:1450:4001:806::2008,HTTP/3,12,False,,,,,True
integrations.gitbook.com,Page Not Found,404,10712,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,integrations.gitbook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,gitbook.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4991886b556f7c1ff0be94cfbcc73319,9db6ff3822ccb682f86d02eb63112db9ad0f73a30882f407fe1b46307b964e73,True,ctls,integrations.gitbook.com,cloudflare,443,https://integrations.gitbook.com:443,https,cloudflare,text/html,GET,104.18.6.84,/,-336973701,2606:4700::6812:754,HTTP/3,100,False,True,"Cloudflare, Inc.",,,
intercom-sheets.com,Making Internet Business Personal | Intercom,200,969504,AS14618,AMAZON-AES,US,34.192.0.0/12,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://intercom-sheets.com:443,https,nginx,text/html,GET,34.203.99.99,/,-1840324437,34.232.173.119,Nginx,12,False,,,https://www.intercom.com/,*.wistia.com,
intercom.help,Knowledge Base Software | Intercom,200,597375,AS16509,AMAZON-02,US,13.249.0.0/23,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://intercom.help:443,https,nginx,text/html,GET,13.248.193.164,/,-1840324437,76.223.11.64,Nginx,17,False,,,https://www.intercom.com/articles,script.hotjar.com,
